Auron1,Tidus1,Auton2,Tidus2,Auron3,Tidus3,RNG[0],RNG[1],RNG[2],RNG[3],RNG[4],RNG[5],RNG[6],RNG[7],RNG[8],RNG[9],RNG[10],RNG[11],RNG[12],RNG[13],RNG[14],RNG[15],RNG[16],RNG[17],RNG[18],RNG[19],RNG[20],RNG[21],RNG[22],RNG[23],RNG[24],RNG[25],RNG[26],RNG[27],RNG[28],RNG[29],RNG[30],RNG[31],RNG[32],RNG[33],RNG[34],RNG[35],RNG[36],RNG[37],RNG[38],RNG[39],RNG[40],RNG[41],RNG[42],RNG[43],RNG[44],RNG[45],RNG[46],RNG[47],RNG[48],RNG[49],RNG[50],RNG[51],RNG[52],RNG[53],RNG[54],RNG[55],RNG[56],RNG[57],RNG[58],RNG[59],RNG[60],RNG[61],RNG[62],RNG[63],RNG[64],RNG[65],RNG[66],RNG[67]
294,134,269,129,278,136,454748641,754577651,1024724728,1275935306,1768332110,1543177374,1485509082,624379519,21991614,19627851,768316687,807422825,2141296327,1169667846,865262059,1324080394,1596412290,2055119476,1341690379,1401665317,349026376,144500985,1500652287,2144333232,312801175,1741186156,2127626678,990066931,622092985,573724477,1179023666,854544588,1622207337,530695863,2137529248,39119379,1723098144,483721865,524397698,1635714115,1269021813,492701733,164487741,491132425,1354887861,1151195781,699283109,1649296159,208641274,1758906932,1052303976,121421216,1817519340,1901127107,1126429619,315903753,1304536261,888014485,1006470067,1658068495,1025503786,348583559,1282900930,230642785,830082469,894331976,211615100,304178738
289,132,278,135,280,141,1973143347,72612902,1496533531,568087233,760843315,1028897788,983618491,1308371890,527392615,1289229861,265171711,1339055282,1953408697,1982957766,877885662,1976216031,1445980889,919704835,660880544,123039351,1848146839,2076690427,1799077039,843066668,1922084600,1812823893,532552622,567998680,829211329,1566186751,567270644,1685638106,121044808,194813455,1025533636,864599285,1339918531,304358833,906627730,768569827,1807995574,805528635,1350282250,170339492,1692971793,485123041,1324990220,535907172,1185471618,1367250697,901878539,948722430,208343576,1739389265,338293621,1348365557,1071509410,1025437020,1434545076,1983441770,721877687,57142730,988243341,1540719334,1123235423,1152396322,463423272,117268282
276,130,260,134,270,137,1344084256,97823519,342907769,99743895,1288178009,1062368151,1405638450,1223653522,332319010,211719547,2126259970,905890841,1427268592,2045056772,2093570113,1490649523,416531396,1686685239,1290242942,787138919,517481572,1672011112,238904727,1304935242,1315399150,756716275,655590350,377169940,1746454585,766611222,568499534,637227681,1085920861,1306913198,1742412646,1836247650,1792982857,1459741142,128104685,1622509587,1018422793,1623324920,504146934,641939182,572223272,1325209581,1538680912,1405429018,2104937180,956376995,1619293442,2080305786,609682734,1096487925,584980989,1543909812,339256654,1308321002,445085290,34028333,66447988,939053618,1341069948,52462423,1250403340,2029047222,922962755,1319351346
271,132,276,134,294,131,715025165,123099672,1336735804,1071708838,1102271211,200026509,802549812,1018789556,1966644954,1178028679,1886937775,809483324,333522170,282500823,604529107,1702071284,1870168947,160686195,982745278,824932969,178404022,939725938,858732161,1209691536,637879658,755415861,1595803269,95281947,2128316466,502217408,703899208,1855796366,305866335,1957692115,1785969281,1545228100,1846088395,1598786448,2080728853,1316875602,1670297018,1821822441,2082580068,766067967,1775257318,385041083,419168893,377877695,9446245,168679374,981106803,1519617179,911980923,851194158,492490947,2049179190,1501739978,15121403,792490081,1031393845,1914562922,1627816441,913470139,150765243,1157374901,429762069,696118424,472730213
287,126,271,129,289,132,85900538,148340140,890285409,1316606992,377803189,1067341692,337719705,1620154526,1015710623,2129664453,1575870320,862238123,1101760295,999828342,1942188338,183426498,264157014,1126369114,11975360,703951230,1827314629,669939675,1855749745,2043289661,323357240,743275886,1922769277,1367760475,1595645318,605214845,75909875,1058291253,236848123,389802825,855775612,505451082,560414136,2110606206,1860883276,1563459967,1213219099,349981515,701266067,523492523,615248399,1629518956,1993438847,1901066914,337552212,1213807525,1531867215,1885334293,1652415156,1094239047,1412987092,64549059,438561113,525491062,1673716151,644365913,676463763,1530161759,1219495191,994564893,1839579722,291958356,1599680995,734275919
286,127,280,137,266,125,1604295243,1422666630,705918015,1309672051,613686317,1224106547,726948110,2025527153,1456067426,1474205462,1239610474,940009392,883209400,1892461147,1528577926,236145843,802450634,1441234256,482687199,1093664600,1106052564,618215821,2144730475,1349229518,242912477,1315337677,85329883,1050425917,1430631738,974576599,889717066,1818695755,181131173,1733132858,454503738,303489955,209946537,81912229,1498256474,565611544,162319190,656623396,1500061931,1374391073,188319441,1739189949,197551268,2095614538,2036823620,1359539816,1128074680,231521481,1518470751,1420788330,1040649086,787154261,2109592790,1721931269,590227538,713987914,442931671,721951978,847696982,874700812,619798921,440528713,1191309064,1650271052
270,128,283,132,288,129,975236152,1447877247,1699710365,841358564,1848196377,1779560457,1388437120,78997068,1546690620,132196048,2084914023,1087912276,1985525071,694149529,1351746538,1434938411,1110152177,1967795293,1004901714,730818519,1896372701,795201038,565929180,2063640146,1619974080,452235648,599093630,1827366021,464365355,153897743,2116053858,1340039368,52246894,513461382,789748783,1606414413,1502974379,229392354,643791701,197018075,547103258,1316409101,2069224643,908296646,1901276552,182283850,1835487150,635132886,698571256,1661772940,728849781,576606896,1805951644,398552543,707800480,475339976,790425845,1407066744,2106401946,1257714303,491801242,1224130591,1567625554,395244750,729507618,1654617695,78623191,587725769
276,126,280,127,286,139,346177061,1473087864,546084603,373015226,227981887,1812995135,370178649,1414630022,622024306,1026474433,2019180030,460001427,389254341,1022204285,696629260,1559305424,172297541,1869458474,1992782639,851465059,1665405999,935306233,544366396,1658941301,1012808621,913692684,2096142572,894483220,1729687885,1049994068,1213766040,1563208346,687249969,747232475,1201432471,398959580,1442907996,394359047,553120728,946695545,535938101,1813877539,1241776535,1506264921,894582951,1796708086,1564692950,933443726,641407466,59152083,1316255622,638776553,1596073357,467022932,2103003852,45138423,1604841717,1407074895,1247822553,1859283934,1422570470,401795255,1768411417,1309796886,149093563,2063339535,924867154,1687070462
263,128,286,127,293,129,1864571767,791123115,1017893406,1812650800,1176849867,642509501,2009443936,672491436,118525660,218189498,1234663731,1045723161,823284257,238651178,1573327238,1746061853,950388255,997210530,1864305729,1557792319,1745882128,780483169,1870299034,838258061,1674942834,741279430,1783806283,265014791,1375224238,534441067,460067717,648939253,31335848,1333613783,1913106027,627833988,139011862,434301605,1716356518,414364471,1307073463,1214802016,169116381,1550180893,816154864,317019433,409052368,843373187,316926935,84402658,274662258,2116986251,84640530,944690661,1989033205,1339979375,989877819,1249610044,1960931040,445940004,996742933,1048416310,1937933671,1255651157,935202270,1053497811,2104726702,1591415332
264,139,289,131,275,136,1235512676,816399268,2011786977,637167781,474864725,1354633106,651129248,1884594569,1514279217,529150270,1403743634,1020185424,1657059706,660036674,2017404223,588278475,390870078,44731582,1831505668,1422478033,1000989666,1516189810,1731112039,769112942,1754963121,688513516,38859697,2081058841,152189076,1788391368,773622383,520067477,989720435,630439355,536621718,593686407,158830463,1313873341,382060473,2066856977,703229588,949557864,524112254,1290495936,1794446389,2082371553,855242100,251189444,763936064,645170100,1849203034,448209032,1776095145,753013456,407207144,2075985404,1822494323,1620315371,1844202804,1840814597,925747245,620120376,122507820,194025535,34589534,38466039,1336410330,1882628782
283,136,267,135,276,129,606388049,841639736,1565336582,882065934,1706753478,1565742240,2136262611,594779258,911695491,652473553,1302966965,77461300,2142860651,678154932,423153618,1074693745,566914194,1473190400,2117404627,1668541875,886336341,1002304589,1838557455,337663153,1091201173,1711137820,1866509734,1622344157,2003158426,1341570145,964297465,460482392,1240264831,324018104,667737877,645775660,1452366496,1565874829,81134671,1415564014,102433994,1306958770,1332650421,1335738283,866914838,1357022789,745414910,711684269,527804169,96631605,522090968,376221038,1654320859,1637593369,772931885,569783350,662873356,1576050248,1184679583,1844413786,917992919,1997033541,1584276117,1207833202,1764662385,1338614317,653659667,448017984
266,137,273,130,288,134,2124812605,675657945,2094145143,1579649368,871189356,567377330,2037347862,1155728295,1511513332,1685657666,608122018,1981747251,1364463765,771592035,256086764,1464955791,2023774473,1069647795,1993599120,755282529,1199169037,1716939805,581337028,277394032,1919206737,271194557,46513806,70946123,868992665,697462226,370111126,1667463391,19941512,836568622,643499102,2135602071,331865828,2015938112,863334843,603724126,1212904076,1903212822,870486920,1222417727,2064677139,1370752197,351154005,264092644,690529600,779443395,908314547,919860756,773362461,94741131,1443596386,1088368970,1550228289,1205446175,460350393,120706581,427695647,1936729796,1938388907,1269562110,745195890,472853170,980324858,299275986
281,131,285,134,294,141,1495723663,2141176843,227277890,406751970,1029627333,837682575,312495125,662579909,317577912,1858905305,416437207,218622825,530678282,2015789507,1327776174,534426311,1370984386,1237273898,2076622799,1306517943,644373194,1004988391,660087916,1053893293,1500912334,695924982,121804098,1967082751,298859376,2137339373,834001326,400253888,1458901687,2070399425,542769622,664961554,1397694445,62252805,405665260,1716569033,495028803,698636342,1535285836,1613802094,865790861,970304380,941708297,1187145183,36732842,1749505763,1153676634,649522590,1166749056,800368029,1378246441,174217703,559436294,1519615089,801776793,1066550839,1290280637,2076580412,702592519,1509402085,109948288,800368410,1198967793,222976626
267,136,282,141,271,129,866664572,18969349,1412298334,2034958647,333969960,637326617,1645353484,116479337,1906460590,2111523777,1784307966,1785406882,186577765,437095702,1474502787,820265803,30120800,689245105,1946842238,468371120,799357442,889138527,934253047,1873261677,439761561,1838285518,830164721,1011493211,1981567998,1231724568,1840028734,178993471,118505035,147604483,845437324,342917718,1512223416,650948090,500601127,764925663,389008955,578579998,2014014257,562673037,1809162848,1813330803,563372592,153420123,773601694,1099610299,654056784,1019537634,1398737874,1812945434,1719067370,1351056524,1668317748,1454962677,383673044,1440268870,1674757648,277166387,2119437094,1144200262,1708314260,412707126,277006647,2078780610
289,129,293,130,268,134,237539945,44144281,965877789,648421646,1622894157,1737854451,773072028,1640062835,1435772582,498256767,2052088496,1000653772,1068558449,1271538393,1322415939,715404754,2114930226,334451284,1398317055,1355785086,652941569,614069932,1913704653,1813373305,1676836006,196263785,1134697611,2014020412,383845740,64015833,1171421374,153836265,488770959,983570420,729345547,529244862,455817924,1468602454,136516829,1986410275,2114183499,1472988067,746872959,1129299783,1077438138,1100404727,229130158,1440438212,1216927633,57258465,351903392,827651740,1002473996,921759243,529289494,736329715,672405954,1002344090,485916812,2003915052,647039464,482125658,548863548,501314781,1449503071,598738106,395794675,1158960778
278,127,283,140,273,136,1756000187,1509698864,539288967,393717911,1019742631,941102225,342520707,1877223103,982530741,748575231,852469759,2026909388,1991337387,833370105,74567150,890981254,1242753494,799219197,1879446683,106685406,751493450,1281796046,1249601133,1412837828,1250522567,1085788822,1130543469,322307865,470937539,891523658,560394983,2119728617,1814155871,1353701945,1202817398,163761470,1605055131,1549526861,1284887121,824854822,976440950,1120086120,624753071,1128248264,1109201791,1649423798,1057188703,766518094,66790009,150092900,1537778876,1314957211,89936747,1047284352,548702509,1240886829,586527876,541668692,1650021814,1594057560,904720775,1400372999,653773624,1363975770,330780197,667819128,529334022,462641449
262,132,279,141,281,141,1126875560,1534939332,92838571,447489192,1786552209,1802089638,598912218,1278686792,1050500353,2023357165,1790282358,1858249309,1239841258,1669772944,1929738950,777223395,1120141511,397923112,1123862765,817224012,993084123,94086148,499715542,1671653989,219008502,272814039,2030583325,2091228402,229570238,1059765584,1556399143,1285032074,145184270,1237020814,1044030432,60070173,1671807931,2113636596,1081704313,972140222,1462447499,755760267,1477187234,538898111,579857534,1944770944,196412352,1995796851,1872001527,2007518133,1637768633,691137782,1262661356,1666237289,1470257679,1763713563,1507587194,1851211125,39716866,2063562786,396288693,1956529663,1322263835,148614284,1399943547,1253848487,337136075,306985582
268,136,274,137,285,127,497816469,1560149949,1086696457,2126629501,2122694494,1179318268,1721809625,1188188789,1264483576,839718754,736067212,762348803,1466160549,491655452,809566391,1634209520,1894039722,222739276,1697718970,1838619693,1224069474,232740188,1568702485,729665910,1908627438,656089760,1163210881,1780065610,543652941,362163402,367449601,899311517,1545970469,818827302,2100503034,1641457807,1637878622,1112242336,861223237,1265485680,996449305,1695698187,445401813,1765687347,1096018675,1595171125,1562230538,153563367,1951899243,1433161053,1088840372,1765344348,1753277564,891374985,910292821,2008948617,272733498,437740502,1369607679,919628515,683966283,768362348,231785856,666186394,1358357478,133391414,394484480,590668092
268,132,261,125,269,139,2016241025,1394233694,1615540704,160782015,714052269,158729153,39466737,1145690436,1611197818,727134311,1104707350,1373844731,1815876016,1185240525,1695947849,134357293,1106645330,395239340,1594932720,2078577468,1726047679,361747924,886644665,858937979,935088966,416468116,1318672159,1886419573,324929558,1591965709,676720485,101584539,677108162,2076123177,794921974,105063179,143390540,288423071,1005583142,1949505051,500989296,157601433,1368492682,1386706452,773383182,1337634421,392022680,841777473,98140437,276686878,436932357,1613644348,1910579414,1654829622,1568874883,367244278,1313013788,2067855134,84590367,2020591787,1085034455,2030542909,323363323,1832651878,41059452,1428241341,1824936836,1531527927
271,127,272,131,282,136,1387152083,712268945,2087349507,1600417589,1662920249,1135727166,1487605151,1894763913,910274381,882232721,292187280,1090865519,2046826269,430287246,993718332,400605009,841622628,1672020674,683606749,1550159586,1365168214,539193623,1464346443,1976327573,251509929,1843523235,1669612989,1590048517,674086603,994805100,64028509,2061896980,1092167869,1841693187,677648958,1084970254,1689968023,633879282,1672432944,1076165522,1120888671,430933148,1103180000,613745602,230628485,867061658,1106696174,656063857,1422499393,1993994192,1229240497,889815613,1027998831,1090488880,1361401177,995259562,289868112,1489315477,1543402995,907298807,1034440955,2017213608,1652360819,949206108,8434991,1019211856,2076498613,1285400226
273,138,269,127,270,132,758027456,737443877,1640863426,213844904,1702692888,1974267385,1383175432,1616729467,1052492676,189357213,86386739,1230248041,1621205126,1393769981,268857656,1330451780,201926485,1740480047,700437979,77313045,796812397,171310045,426128389,2033038921,1241632538,259477786,1500984844,317781633,135915585,685389484,839966951,1683498286,1633349830,1012071340,1796299395,316923398,378711428,1565074805,173925994,839338391,1103648957,1573250609,680124648,1874654019,379855785,283260215,401064460,1324438764,1632705394,1982777366,518212777,1038244197,1477295247,1168111349,836647019,392960278,333647061,1933437635,1009000429,62253582,767248299,1538030741,1241368298,1149722256,990174016,2088045046,1011052837,1993226946
264,131,281,138,284,132,128968365,762720030,487273350,1376972405,1465786921,2036447175,1253566910,506148297,394420056,569200244,737728537,286381083,333193851,532440538,1228309905,694784992,865427186,397345196,1225878804,555289850,416739550,1305146341,1284401975,1709694543,1449146455,864537461,140378436,671709990,1949471915,1017874549,425589756,2057352326,924016508,1008803357,1554356066,736008759,1894263414,247632183,1676172676,1296608979,1182020641,943344766,1407936472,2087491458,410999755,743153118,248181469,207998184,196928044,1536224115,294880908,1433445730,836719341,582355354,603408376,1225574883,600023218,1215249311,384842474,143048500,1740154074,607554123,80490339,792953681,103440072,958180590,807076357,1059956600
293,129,263,128,274,137,1647363071,80755281,959082153,669124331,267105718,1057183800,1917638776,1267520282,594987038,2047519957,322812998,97731237,508451649,131759054,1853529915,393991710,721262,110850542,1763385856,641000234,700883621,2119020389,1175355034,1291254117,2014208658,1708071266,1977545005,1375063648,1209343496,1834787427,239352512,703897297,1605002390,1566790759,1977103724,1943108718,228240390,1553115517,2038813659,983334428,826351063,1057498828,1320238440,1849502724,1170786920,255683038,181069318,1049832706,335465521,1720334909,1430630432,416589344,651492633,705826060,1710276180,1868128306,1441738926,1792719004,1170246695,882370936,9213171,1897105118,2076883262,2074778847,892329253,315518637,1433789953,93956286
289,127,272,136,269,135,1018303980,105965898,1952874503,200810844,1501615778,1612637710,431709674,1468443994,2125918514,183461459,737419402,10925676,1490073586,883884905,396501246,711686193,1116353665,2115646560,102063047,2125977258,994532486,2131926644,1006164545,584706823,1123543038,761957397,1736314192,1824876917,1583242077,1189455821,1058427439,767546774,1919098679,1776822518,2000898405,135135774,1544251645,117801594,1951854324,2121884138,1804007549,612763940,1667852344,1112317804,1171344362,1032243771,243034436,805906333,472257303,1095217739,1288452064,1737802728,2126300112,1833262667,684486489,2102506677,1318956434,2093929891,109294242,740251043,109286116,2083050762,925271352,860704712,1310542994,936318546,277834754,1862189802
272,134,293,135,276,131,389244889,131176515,799248741,1879951154,2028950471,1454915665,388614773,593391010,1931428728,42806840,1615652107,311163259,1924940535,1151876234,212263087,1715497213,117821539,876840569,2096265023,2098221840,830771722,1210505737,616679375,1977588249,454162299,683389118,556483156,56157173,853406480,1367667210,673623631,1717597711,1965050960,1204062893,1635126350,1895472401,1860817152,825527994,160896299,1865168609,234485910,1097019176,251454588,891375733,22918668,317774833,1565124682,258419385,171048062,1139489569,2067387713,702148595,1477712588,313621659,240935670,1497544382,2133510107,2124130476,739340063,1752190942,1221249533,1275472806,380806962,1492064372,1576629371,2042347249,1816766359,1472736758
271,133,267,130,260,130,1907603909,2112773758,1844141481,1927430350,662358339,77874369,660194684,2048996165,1835919015,1763200256,489988197,1527671954,1473191380,484007625,1149370961,556423013,235785952,2056587206,1330831892,1243137876,2086189281,1475970491,133961814,136520508,920695454,2123035634,1622090870,818095221,626899713,244991964,167815043,1944353086,1001060936,312283418,427225905,1233782737,1286214283,101447155,907260875,1682674989,100023369,671206137,57834626,1904151669,761138203,735866613,165520239,2080357718,555916099,1587811068,228655018,1749479366,1465057853,1028027375,1048582886,988972085,740172463,1883259872,596992821,656278022,1251121664,2117399924,251170827,160194831,740281661,1413866228,1115216301,209028183
292,130,284,131,268,137,1278514967,1430809009,168401101,1410739000,827124086,1774376107,2091629854,587913153,643431877,1374538499,1969508371,615757206,1382217743,1059059172,187210879,1867539110,1236485975,512199775,850389082,1169625983,1649426296,1854752095,800042511,220232698,1675051281,585781017,68306172,1201719626,1416012586,1774641030,773012196,1143517424,1524956832,290773401,680643128,1816987025,694821697,1876538204,1937860838,15921939,1941192541,988157308,169941265,1525269123,451165919,523250136,107826937,393379225,1553050613,450771727,773850086,670235087,803226280,1081907563,1550595133,2001065221,2116912110,52088423,400008717,1314245813,1184767288,726473087,1078974699,1777052176,75826385,497653488,417684317,1189448720
273,135,284,134,292,135,649455876,1456019626,1162258987,942395662,1354458780,1807780934,366130481,1401526875,186370657,1064945457,1837756427,1770758025,272732109,1192651370,1174883855,757096556,1792066368,74800225,1501198798,612008517,409846217,1401019805,1780886664,635228669,1946578459,1440476314,855019564,26248879,1681913422,1123764424,186452584,1329398491,1167879655,89659596,1219531608,636267499,686550912,968135712,215309228,1259399187,481556790,1619219425,2130343091,2010397365,748581331,896788952,1181573363,1830045523,1895020354,1597955416,1475134524,1004634006,73624014,1417341563,129751831,692598779,456912171,657190451,1733539634,686742447,1832939180,1242635683,1854139104,110450579,439595264,288669568,1236582858,1592211705
263,131,263,126,273,136,20396785,1481230243,8633225,474117860,1881763622,942883522,1757343272,1778181219,407116240,1531247714,81711857,1347024970,1600590447,1191199700,450428111,1591706376,1180482836,823746592,148197684,28876064,433393190,1932724941,1310087544,814533285,1179497291,835472841,260167151,1753217674,44497143,313001206,1128475019,420235222,1168309353,1419927922,338622505,1734486622,2102054155,445384352,961865687,1896351049,1963084064,1976871579,878438865,1990876431,404767206,502480274,1288640405,1895726010,177658757,246275438,1385907619,914623770,91695142,892532191,1378857027,665075597,1574298566,458416671,1198540322,1570675472,428157765,1164857536,1475693662,1732987534,1077598463,1305478578,560940378,1991713918
273,131,275,131,271,137,1538791491,799265494,480442028,1913687898,683112270,670729977,796010424,1338815194,708234703,1407212422,437423430,2060671510,954379484,1661033705,1730273812,1243156735,1708151494,1716693554,133098550,1065561108,2082026127,1402992780,1332782641,1753902982,2115202363,1568392513,1507426631,1245169513,1805763167,11542275,425993819,1192993694,327889934,1606075903,1322246361,1154586289,1258917210,1589023604,1694028792,84731523,1323586376,798810637,2052482330,1031233515,753690869,735947642,559378048,1421155454,1676366652,652286633,65118049,1215926245,1485684943,853565893,1173197908,1566086949,1959678908,1499509118,753568981,1933466937,1991382224,1648672015,2015332333,196466102,1594060375,25682476,1536236938,1369912506
267,138,289,139,279,125,909732400,824476111,1474299914,1445410096,1210417113,2144443086,695945616,1912924181,863899179,741097525,1478346634,1671866503,108545962,1346846925,471178180,478711674,358026168,1137479156,964214951,1796710822,615740456,1207787678,613095101,1405512240,824523120,895813727,514838544,42264278,10698581,1606289923,1348762993,348779418,1979091425,1291454841,737269858,1356800663,1590185656,852266757,1613633300,857287575,1808247425,203057330,812598388,972632561,1263134022,852660660,1949916176,1048933662,990595470,1530579764,599304295,433596850,1433341980,1262532656,1998918922,1999012221,830887544,26004531,2102675444,460887346,1055834821,183368876,1343282998,511907946,1812373098,1241984272,864380876,1940983069
289,131,268,137,273,137,280607773,849716579,1027849519,1690308250,485949091,864274621,231049973,366900891,811368307,1972626489,967989468,1057034556,484485223,433598074,1347903350,2009289181,124140154,207051013,305018500,1783166261,1092491044,1768460239,1574993534,233516944,805657117,145120514,67039443,1349808095,1949298262,1982007521,1744432124,715187036,1669382284,930133624,1636656075,1414287039,42968453,1085159491,1336167248,1657082934,125995594,2036777734,1871931775,1347450392,1538076701,1990575979,40615543,2116561108,1943609571,1992580749,416691272,1956461477,1531859747,168024083,1286879070,508218234,1096209389,129392331,1531700531,1515457260,793821750,763585760,680876444,1254167604,1891183109,120472982,576904858,754366159
282,136,273,131,266,134,1799032329,683800323,1365501357,1215702678,1734541088,1138056597,251521334,276992093,803623133,577079486,1495972510,646638975,1682958955,1366027159,734531431,1020763315,1070856110,1843044332,2018558262,1216567636,374908467,2136185791,1670352437,505306386,978249395,1909697772,424739975,1383601108,718835972,516475790,624638606,1882918905,1014123409,1198132983,1084760800,513092165,1617831813,179159459,579098041,20063577,1263689384,1283261092,1391004193,641316553,2088912156,876660875,1410054458,1310114850,329216298,801601737,109195872,1008038840,1271724427,688650789,63840324,1661548343,1642563973,883846844,6380434,583960401,438980556,2075219493,1338909813,626946904,99394852,1869163623,769146370,1224673963
282,129,281,131,287,126,1169943387,1835574,1837310160,507854605,727052294,814969419,214680067,1751414467,2015651366,724735203,985933524,702090584,1206741793,1798969902,173707251,2014545003,325835873,1501149326,641395467,1888214437,1162738239,739219276,825325421,154528468,2111382950,951274797,502635037,1218817931,1997272694,180522266,91706447,1683988739,1667495471,1639985219,665082127,69234778,1840713405,734423089,1921654193,235548789,1633565580,1047619746,2048821310,648748373,1975361703,1259851379,546589701,1898861184,1219832338,458165633,454669277,828785349,183339089,2133463442,1892587347,15980852,700011780,1925760167,2132283492,2141793220,1820915681,855220985,997335698,634312957,923122277,487429423,482324868,1900602979
279,132,280,129,266,130,540884296,27046191,683684398,39511267,1254386987,657181837,2127971792,927265265,189429097,295822136,1229770366,501964988,2053187587,644079894,2078490158,1046141242,1847012282,2056691154,101625677,882251890,1194266541,1517707148,1919986356,1362683139,929284051,2071173898,1428645690,1947667336,551333658,1870064916,555306885,1387131873,519709796,1672044754,1963940757,1157505537,832193042,323916780,1011932529,1959419899,1664852797,1111871009,2050647246,1534814869,805199560,958220690,147768240,10842708,1935206201,1756526647,115835799,600310962,1013907366,984796074,1682375055,2124421636,734611626,893832526,368795448,894221344,1423244395,1802256605,1382432229,2123234729,316808664,1248654250,742853049,87168742
266,130,275,137,280,135,2059243317,52286659,237234003,284409420,338726557,1059447695,681584809,165796956,545305698,484397160,1832685699,1625571172,178865880,2003660928,515159619,94648906,1768345825,1341780818,1099903722,1619435668,1922639149,1442184723,1253292169,1833026098,2146351762,500090029,1131838421,1044276531,1515470872,229417546,1902595242,1229385937,967418518,1398979780,562633171,2104767396,669608770,1665062148,1925771987,443778216,1249725018,1874275261,482753020,1889629776,1506104945,835343522,371126903,36150212,478714516,345593011,1473512963,1013214706,45027458,1434387384,466407777,41542614,1369618524,1820416748,1062242439,1719119439,1717569284,751363346,1649346515,1668549109,819866472,1413258488,1376563812,1772710462
268,141,268,135,274,126,1430219911,1517841243,1837589,494820545,525975183,262147336,945648632,621637654,1726148537,1127377994,593952545,1329173633,1578757809,50990765,1970670951,1926756162,524192549,953028338,128931993,1133627105,1576659415,990364281,686968639,890263880,228403373,930482319,1100995679,1118827617,1366923124,2029608468,907623255,1653083156,1545120027,484190676,1490604658,690948351,1037009945,1829866800,2426902,1591930768,1879396635,1692157290,755450632,106735619,644065744,725955078,982713478,1192438661,514734569,404865350,2127771474,361662094,1815821082,729194341,1980598800,1686418126,561709632,1601471936,1089808280,1663865208,1217195217,631896327,1224231854,299554013,912642530,1079967441,1068105390,819670314
260,136,291,135,276,126,801095284,1543016175,1702900692,1255767192,1814899380,1362675169,2029658415,1488979419,1956403512,1464658272,1863634191,1210060468,1161383553,1075431060,1889095645,1030088657,749316843,1139531398,1225984497,55157441,1029330628,1669941536,1976898270,936071327,1609556389,1498258144,1989508021,1369291357,1105571939,340021100,902897459,1012140026,534183276,1540400267,537661808,1835360442,1670809204,1140416836,134831251,322173565,1854263419,1169955910,1708313761,1656386974,1837827517,516314607,1753231888,746937154,322884058,1698105514,1967557850,741781568,91552070,382945423,27270633,203555201,1595548051,1278486290,1817139706,2044104985,236029960,1063042183,1786262363,1746697110,1885537255,861428887,1086843658,1697057006
279,141,281,138,288,125,172036193,1568292328,549245079,80248488,1820119455,1156605112,1624060103,129509848,107832481,1522139940,90764152,1921869786,322362909,480625207,954698689,710529940,295238194,401550436,195618007,1107825355,1598792747,1512847555,35909708,1311838663,1287120235,1483463142,368273133,112610402,350158101,2088660892,2025901595,903642178,406759461,701354940,1499518155,1766603654,2048070517,1885189711,241145118,1527429629,2080740911,29370856,1019000657,170548949,1295941229,1278637765,250480818,1349437906,1645120890,1263995519,1431288498,175032835,275008877,2000004116,1410945824,1741988128,768961888,51736727,617081471,894455258,1362565092,1965621013,1182649317,76440847,1075858741,2031985122,1348378438,349357024
284,134,264,137,284,128,1690460749,1402310536,886926768,312818283,1634469296,178584373,522085045,1956541901,85328883,1007917148,1283498773,2055059332,1330192286,2139832404,962105022,925551809,1331298407,1373125410,111108123,1339817559,1367899596,565256519,1782068059,1746641494,2049089435,1566288026,1593213093,340687058,1829695679,1821362244,722006487,1661473471,1452296453,1110337866,1952899818,1351044156,1675672677,1728995757,880141357,821427679,2049943949,802527061,398343848,746404820,1926832580,2055767135,179305316,917013325,1486203710,1974147671,1569193142,1107507565,322281964,1112610868,79259651,1717854375,186141309,2122683647,2043694402,222212561,1588187424,500469900,1198570361,1710345180,503382454,990058211,79940269,561394883
293,126,263,127,274,127,1061371807,720345787,1358670035,1752418172,1142993310,428545447,1947710729,197274814,220920119,1810378029,2113242009,982634985,270669209,1418879172,1435029418,2017897515,36413733,1724768621,1530261272,414002521,1934765962,1806080172,1544643775,814762296,122455022,52083874,505343912,24942613,595469555,1091828060,293677286,1089676858,1326898079,921722604,1397788031,72344132,1829277375,1116741258,916923617,1945746255,123727971,1413716327,785881438,1212869029,21885987,251951704,1223483762,338644238,1018902608,1673857264,317004567,1766294785,1083864007,1991799092,565791260,759205623,1084770304,607461756,1176580292,1703487474,1689169149,1527115983,585080128,108329627,1146848385,236589669,1426996222,1365978752
270,129,291,133,274,128,432247180,745586255,912285176,1997352010,1667676846,1557848244,523836476,1944147068,1696638821,504257662,602618163,2119439460,329831582,1753966941,1290170926,1113287866,529974283,227259829,865987328,1932846054,133337260,873533024,135601801,725740545,1671027070,1961549338,2054648369,1686747640,1124923280,402974729,717368324,1170825697,83477233,4858683,729541033,786573018,1849087809,1943690715,748427365,856583820,1567708887,1007148230,1481819657,1086431815,1329087209,622981791,1240481481,612513784,2030924035,1935965874,1584352928,559241371,1515995664,2089108420,1686731711,1133526294,1206089379,193191216,270867615,1542430422,413349976,1055698493,424043508,662253803,569085992,1409113845,970840765,667264068
